id,chapter,text,main_person,related_persons,strategy_type,strategy_method,event,keywords,summary
S105,第五十七回,周瑜停丧于巴丘。众将将所遗书缄，遣人飞报孙权。权闻瑜死，放声大哭。拆视其书，乃荐鲁肃以自代也。书略曰：“瑜以凡才，荷蒙殊遇，委任腹心，统御兵马，敢不竭股肱之力，以图报效。奈死生不测，修短有命；愚志未展，微躯已殒，遗恨何极！方今曹操在北，疆场未静；刘备寄寓，有似养虎；天下之事，尚未可知。此正朝士旰食之秋，至尊垂虑之日也。鲁肃忠烈，临事不苟，可以代瑜之任。人之将死，其言也善。倘蒙垂鉴，瑜死不朽矣。”孙权览毕，哭曰：“公瑾有王佐之才，今忽短命而死，孤何赖哉？既遗书特荐子敬，孤敢不从之。”即日便命鲁肃为都督，总统兵马；一面教发周瑜灵柩回葬。,周瑜,孙权、鲁肃,人才任用,临终举贤,周瑜临终上书荐鲁肃自代,荐鲁肃、忠烈、代瑜之任,周瑜临死前上书孙权，认为鲁肃忠烈、临事不苟，可以接替自己的都督之位，以确保东吴军政大事有人主持。孙权采纳。
S106,第五十九回,贾诩入见操曰：“丞相主意若何？”操曰：“公所见若何？”诩曰：“兵不厌诈，可伪许之；然后用反间计，令韩、马相疑，则一鼓可破也。”……贾诩曰：“马超乃一勇之夫，不识机密。丞相亲笔作一书，单与韩遂，中间朦胧字样，于要害处，自行涂抹改易，然后封送与韩遂，故意使马超知之。超必索书来看。若看见上面要紧去处，尽皆改抹，只猜是韩遂恐超知甚机密事，自行改抹，正合着单骑会语之疑；疑则必生乱。我更暗结韩遂部下诸将，使互相离间，超可图矣。”,贾诩,曹操、韩遂、马超,权力控制,反间计,贾诩献反间计离间韩遂马超,兵不厌诈、伪许、反间计、涂抹书信、互相离间,贾诩建议曹操先假装答应韩遂的割地请和要求，然后用反间计离间韩遂与马超。具体做法是：曹操亲笔写一封给韩遂的信，将关键处涂改，故意让马超看到，使马超怀疑韩遂有私心；同时暗中联络韩遂部下，促使二人互相猜疑，从而瓦解西凉联军。
S107,第六十一回,却说曹操在许都，威福日甚。长史董昭进曰：“自古以来，人臣未有如丞相之功者，虽周公、吕望，莫可及也。栉风沐雨，三十余年，扫荡群凶，与百姓除害，使汉室复存。岂可与诸臣宰同列乎？合受魏公之位，加九锡以彰功德。”……侍中荀彧曰：“不可。丞相本兴义兵，匡扶汉室，当秉忠贞之志，守谦退之节。君子爱人以德，不宜如此。”曹操闻言，勃然变色。董昭曰：“岂可以一人而阻众望？”遂上表请尊操为魏公，加九锡。荀彧叹曰：“吾不想今日见此事！”操闻，深恨之，以为不助己也。,荀彧,曹操、董昭,政治合法性,谏阻加九锡,荀彧反对曹操受魏公加九锡,兴义兵、匡扶汉室、忠贞、谦退、不宜如此,董昭等人劝曹操进位魏公、加九锡，荀彧认为曹操起兵本为匡扶汉室，应当保持忠贞谦退，不应接受这种逾越臣子本分的封赏。曹操因此深恨荀彧。
S108,第六十六回,云长看书毕，谓来人曰：“既子敬相请，我明日便来赴宴。汝可先回。”使者辞去。关平曰：“鲁肃相邀，必无好意；父亲何故许之？”云长笑曰：“吾岂不知耶？此是诸葛瑾回报孙权，说吾不肯还三郡，故令鲁肃屯兵陆口，邀我赴会，便索荆州。吾若不往，道吾怯矣。吾来日独驾小舟，只用亲随十余人，单刀赴会，看鲁肃如何近我！”平谏曰：“父亲奈何以万金之躯，亲蹈虎狼之穴？恐非所以重伯父之寄托也。”云长曰：“吾于千枪万刃之中，矢石交攻之际，匹马纵横，如入无人之境；岂忧江东群鼠乎！”马良亦谏曰：“鲁肃虽有长者之风，但今事急，不容不生异心。将军不可轻往。”云长曰：“昔战国时赵人蔺相如，无缚鸡之力，于渑池会上，觑秦国君臣如无物；况吾曾学万人敌者乎！既已许诺，不可失信。”良曰：“纵将军去，亦当有准备。”云长曰：“只教吾儿选快船十只，藏善水军五百，于江上等候。看吾认旗起处，便过江来。”平领命自去准备。,关羽,鲁肃、关平、马良,联盟外交,单刀赴会,关羽单刀赴会威慑东吴,单刀赴会、不示弱、江上设伏,鲁肃设宴欲索荆州，关羽识破其计，为不示弱决定只带亲随单刀赴会，并命关平率快船水军于江上接应，以震慑东吴。
S109,第六十七回,庞德力战四将，并无惧怯。各将皆于操前夸庞德好武艺。曹操心中大喜，与众将商议：“如何得此人投降？”贾诩曰：“某知张鲁手下，有一谋士杨松。其人极贪贿赂。今可暗以金帛送之，使谮庞德于张鲁，便可图矣。”操曰：“何由得人入南郑？”诩曰：“来日交锋，诈败佯输，弃寨而走，使庞德据我寨。我却于夤夜引兵劫寨，庞德必退入城。却选一能言军士，扮作彼军，杂在阵中，便得入城。”,贾诩,曹操、杨松、庞德、张鲁,权力控制,反间计、贿赂内应,贾诩献计贿赂杨松离间张鲁与庞德,贿赂、杨松、谮庞德、诈败劫寨、细作入城,曹操欲招降庞德，贾诩建议利用张鲁谋士杨松贪财的弱点，暗送金帛让其诬陷庞德。同时设下诈败劫寨之计，安排细作混入南郑城，以便内外配合瓦解张鲁势力。
S110,第六十八回,长子曹丕，恐不得立，乃问计于中大夫贾诩。诩教如此如此。自是但凡操出征，诸子送行，曹植乃称述功德，发言成章；惟曹丕辞父，只是流涕而拜，左右皆感伤。于是操疑植乖巧，诚心不及丕也。丕又使人买嘱近侍，皆言丕之德。操欲立后嗣，踌躇不定，乃问贾诩曰：“孤欲立后嗣，当立谁？”贾诩不答，操问其故，诩曰：“正有所思，故不能即答耳。”操曰：“何所思？”诩对曰：“思袁本初、刘景升父子也。”操大笑，遂立长子曹丕为王世子。,贾诩,曹丕、曹操、曹植,权力控制,劝立长子,贾诩以袁绍刘表废长立幼致乱为鉴，助曹丕被立为世子,立嗣、袁本初、刘景升、长子、世子,曹丕担心世子之位被曹植夺去，问计于贾诩。贾诩教他在曹操出征时只流泪不言功。后曹操问贾诩立谁，贾诩以袁绍、刘表废长立幼导致内乱为例，暗示应立长子。曹操大笑，遂立曹丕为王世子。
S111,第七十三回,云长曰：“子瑜此来何意？”瑾曰：“特来求结两家之好：吾主吴侯有一子，甚聪明；闻将军有一女，特来求亲。两家结好，并力破曹。此诚美事，请君侯思之。”云长勃然大怒曰：“吾虎女安肯嫁犬子乎！不看汝弟之面，立斩汝首！再休多言！”遂唤左右逐出。,关羽,诸葛瑾、孙权,联盟外交,拒绝联姻,关羽拒绝东吴求亲,虎女、犬子、拒绝联姻,孙权派诸葛瑾为子向关羽求亲，欲结好并力破曹。关羽大怒，认为东吴配不上自己，断然拒绝，并威胁要斩来使。此举恶化了孙刘关系，为日后东吴偷袭荆州埋下伏笔。
S112,第七十三回,随军司马王甫曰：“将军一鼓而下襄阳，曹兵虽然丧胆，然以愚意论之：今东吴吕蒙屯兵陆口，常有吞并荆州之意；倘率兵径取荆州，如之奈何？”云长曰：“吾亦念及此。汝便可提调此事：去沿江上下，或二十里，或三十里，选高阜处置一烽火台，每台用五十军守之；倘吴兵渡江，夜则明火，昼则举烟为号。吾当亲往击之。”,关羽,王甫、吕蒙,权力控制,设置烽火台预警,关羽设烽火台防吴,烽火台、沿江预警、防吴偷袭,王甫提醒东吴可能偷袭荆州，关羽采纳并主动提出在沿江高阜处设置烽火台，每台五十军士，遇吴兵渡江则举火举烟为号，以便及时救援。此为防御性策略。
S113,第七十四回,关公喜曰：“于禁必为我擒矣。”将士问曰：“将军何以知之？”关公曰：“鱼入罾口，岂能久乎？”诸将未信。公回本寨。时值八月秋天，骤雨数日。公令人预备船筏，收拾水具。关平问曰：“陆地相持，何用水具？”公曰：“非汝所知也。于禁七军不屯于广易之地，而聚于罾口川险隘之处；方今秋雨连绵，襄江之水必然泛涨；吾已差人堰住各处水口，待水发时，乘高就船，放水一淹，樊城罾口川之兵皆为鱼鳖矣。”关平拜服。,关羽,关平、于禁、庞德,权力控制,水淹七军,关羽预谋决水淹魏军,罾口川、秋雨、襄江泛涨、堰水口、放水,关羽观察地理，见魏军屯于地势低洼的罾口川，又值秋雨连绵，便派人预先堵住各处水口，待江水上涨时放水淹没魏军，从而大破于禁七军。
S114,第七十六回,礼毕茶罢，瑾曰：“今奉吴侯命，特来劝谕将军。自古道识时务者为俊杰，今将军所统汉上九郡，皆已属他人类；止有孤城一区，内无粮草，外无救兵，危在旦夕。将军何不从瑾之言，归顺吴侯，复镇荆襄，可以保全家眷。幸君侯熟思之。”关公正色而言曰：“吾乃解良一武夫，蒙吾主以手足相待，安肯背义投敌国乎？城若破，有死而已。玉可碎而不可改其白，竹可焚而不可毁其节，身虽殒，名可垂于竹帛也。汝勿多言，速请出城，吾欲与孙权决一死战！”瑾曰：“吴侯欲与君侯结秦晋之好，同力破曹，共扶汉室，别无他意。君侯何执迷如是？”言未毕，关平拔剑而前，欲斩诸葛瑾。公止之曰：“彼弟孔明在蜀，佐汝伯父，今若杀彼，伤其兄弟之情也。”遂令左右逐出诸葛瑾。,关羽,诸葛瑾、孙权,政治合法性,拒降守节,关羽拒绝诸葛瑾劝降,背义投敌、有死而已、玉碎不改白、竹焚不毁节,东吴派诸葛瑾劝降关羽，关羽严词拒绝，表示宁可战死也绝不背弃刘备，坚守忠义气节。
S115,第八十回,曹丕接诏欣喜，谓贾诩曰：“虽二次有诏，然终恐天下后世，不免篡窃之名也。”诩曰：“此事极易，可再命张音赍回玺绶，却教华歆令汉帝筑一坛，名受禅坛；择吉日良辰，集大小公卿，尽到坛下，令天子亲奉玺绶，禅天下与王，便可以释群疑而绝众议矣。”丕大喜，即令张音赍回玺绶，仍作表谦辞。,贾诩,曹丕、华歆、张音、汉献帝,政治合法性,筑坛受禅,贾诩献计筑受禅坛,受禅坛、玺绶、天子亲奉、释群疑、绝众议,曹丕虽得献帝禅让诏书，但担心天下非议。贾诩建议由汉献帝筑受禅坛，公开举行禅让仪式，以消除众人疑虑。曹丕采纳。
S116,第八十五回,曹丕问贾诩曰：“朕欲一统天下，先取蜀乎？先取吴乎？”诩曰：“刘备雄才，更兼诸葛亮善能治国；东吴孙权，能识虚实，陆逊现屯兵于险要，隔江泛湖，皆难卒谋。以臣观之，诸将之中，皆无孙权、刘备敌手。虽以陛下天威临之，亦未见万全之势也。只可持守，以待二国之变。”,贾诩,曹丕、刘备、孙权、诸葛亮、陆逊,权力控制,持守待变,贾诩劝曹丕暂缓征伐,持守、待二国之变、不可轻进,曹丕欲一统天下，问应先取蜀还是吴。贾诩分析蜀吴皆有能人，难以速胜，建议持守观望，等待两国发生变故再动手。
S117,第八十五回,近臣奏知魏主。曹丕大喜曰：“刘备已亡，朕无忧矣。何不乘其国中无主，起兵伐之？”贾诩谏曰：“刘备虽亡，必托孤于诸葛亮。亮感备知遇之恩，必倾心竭力，扶持嗣主。陛下不可仓卒伐之。”,贾诩,曹丕、刘备、诸葛亮,权力控制,谏阻伐蜀,贾诩劝曹丕勿乘丧伐蜀,刘备已亡、托孤诸葛亮、不可仓卒伐之,曹丕得知刘备死讯，想趁机伐蜀。贾诩认为诸葛亮必竭力辅佐后主，劝曹丕不可仓促进兵。曹丕未听，但最终五路伐蜀被孔明化解。
S118,第一回,玄德…… 曰：“我本汉室宗亲…… 有志欲破贼安民。”,刘备,关羽、张飞,政治合法性,以汉室宗亲身份立名，强调破贼安民,桃园结义、应募讨黄巾,汉室宗亲、仁义、安民,刘备以皇族身份确立道义基础，凝聚人心
S119,第一回,三人焚香再拜…… 同心协力，救困扶危，上报国家，下安黎庶,刘备,关羽、张飞,联盟外交,桃园结义，建立生死同盟,桃园三结义,结义、同心、忠义,用结拜绑定核心班底，形成政治军事共同体
S120,第二回,玄德…… 与民秋毫无犯，民皆感化,刘备,关羽、张飞,权力控制,宽仁治县，收买民心,任安喜县尉,爱民、秋毫无犯、民心,以仁政获取百姓支持，巩固地方统治
S121,第五回,操先发矫诏，驰报各道，然后招集义兵，竖起招兵白旗，上书 “忠义” 二字,曹操,袁绍、关东诸侯,联盟外交,发矫诏号召诸侯，以忠义为旗帜结盟,发矫诏、十八路诸侯讨董,矫诏、结盟、忠义,借朝廷名义联合诸侯，掌握讨董联盟发起权
S122,第五回,操曰：“袁本初四世三公…… 可为盟主。”,曹操,袁绍,联盟外交,推举袁绍为盟主，借力凝聚诸侯,诸侯会盟立盟主,盟主、借力、统一指挥,避位让贤，减少阻力，实际主导联盟行动
S123,第五回,操暗使人赍牛酒抚慰刘关张三人,曹操,刘备、关羽、张飞,人才任用,拉拢潜力人才，示好结好,关羽斩华雄后安抚刘备,拉拢、人才、结好,曹操早期结交英雄，为后续用人布局
